,fit_time,score_time,test_nmae,train_nmae,test_nmse,train_nmse,test_nrmse,train_nrmse,test_rmsle,train_rmsle,test_norm_rmse,train_norm_rmse
HGB_lr_0,1.7901833057403564,0.046860456466674805,-0.8481830976014663,-0.7940392378663249,-1.2167629108148306,-1.0394187970285103,-1.1030697669752492,-1.0195189046940278,0.010895765882563952,0.009207863399850797,0.008479569668439093,0.007500384528782855
HGB_lr_1,1.7412121295928955,0.03124523162841797,-0.7927799075869325,-0.8121717866386501,-1.0245840899074337,-1.0836661097272617,-1.012217412371193,-1.0409928480672965,0.008975468836865397,0.009507270518512077,0.007967395881266683,0.007612130637962954
HGB_lr_2,1.8617315292358398,0.049867868423461914,-0.8024878556377023,-0.8093695074947473,-1.0519887865474364,-1.0764583073151373,-1.0256650459811119,-1.0375250875593984,0.009437020241822018,0.009434694755932392,0.0076670732991865964,0.00798281954704431
HGB_lr_3,1.8231780529022217,0.0398869514465332,-0.8098349060633356,-0.8084705438572579,-1.0781626417732104,-1.0722477126014718,-1.0383461088544659,-1.0354939461925752,0.008710832187643982,0.009500642962996433,0.008320342390816332,0.007579454875369996
HGB_lr_4,1.8434505462646484,0.03690338134765625,-0.8010990419966668,-0.8102307557608136,-1.0450924036697877,-1.0787807855381666,-1.0222976101262233,-1.0386437240643043,0.00935198057139467,0.009488524193624918,0.00824344081676233,0.007595006053546849
LY_lr_0,2.0261611938476562,0.04686403274536133,-0.0471786795342614,-0.04883805486321805,-0.004256376235308595,-0.004325129351321235,-0.06524090921583324,-0.06576571562236083,0.032117444833252996,0.029056093047380903,0.017632678166441415,0.017774517735773196
LY_lr_1,2.041781425476074,0.04688858985900879,-0.048319882454663406,-0.048479972477690036,-0.004389022671488485,-0.004292671034198963,-0.06624969940677833,-0.06551847857054499,0.030561251475981915,0.029477628494024126,0.01790532416399414,0.017707696910958106
LY_lr_2,1.963672399520874,0.06248617172241211,-0.04882555184290229,-0.04843496475969763,-0.00428687137521758,-0.0043174037249484876,-0.06547420389143789,-0.06570695339877271,0.030011746974942882,0.02961634643851601,0.017695730781469698,0.017758636053722354
LY_lr_3,2.198005437850952,0.04685378074645996,-0.04924021577930754,-0.04823193423803658,-0.004369897696514633,-0.004297877336101586,-0.0661052017356776,-0.06555819808461476,0.02789827882242194,0.030129359563271136,0.017866270739372324,0.017718431914760746
LY_lr_4,2.243011713027954,0.04089236259460449,-0.04920039804463523,-0.0485743875770782,-0.0042757398334488,-0.004321050800982931,-0.06538914155613912,-0.06573470012849325,0.027726853398825534,0.030161207950399917,0.01767274096111868,0.01776613516986304
MCH_lr_0,1.3620223999023438,0.0468592643737793,-0.06057905322450859,-0.05409146555928971,-0.007344235489041208,-0.005575969388473272,-0.08569851509239357,-0.07467241383853392,0.002748573898863005,0.0024252287287097364,0.006856109655597828,0.00592652177099664
MCH_lr_1,1.4457807540893555,0.0468599796295166,-0.05518108951824039,-0.05544749706358076,-0.005812100736407538,-0.005934034852429243,-0.07623713489112467,-0.07703268690905986,0.00248927077209832,0.0024958997137045497,0.006069189418310559,0.006111887765834222
MCH_lr_2,1.4826810359954834,0.04686474800109863,-0.05463247376826813,-0.05557573004326906,-0.0056486680587851616,-0.005973034649368157,-0.07515762142846966,-0.07728541032671145,0.0024386841185805187,0.002504605981553313,0.005981946608103621,0.006133416890724728
MCH_lr_3,1.4813477993011475,0.031243324279785156,-0.053866765967375906,-0.055795041944079804,-0.005612944240262849,-0.005985331758411795,-0.07491958515810701,-0.07736492589288634,0.002449367967511255,0.0025070607332680628,0.0059451097205854165,0.006157795728321195
MCH_lr_4,1.4624316692352295,0.031243324279785156,-0.053876234940695406,-0.055815480626524167,-0.005489092321264249,-0.006023483250851489,-0.07408840881854764,-0.07761110262618029,0.002393310964652099,0.002515099384352125,0.00590649280999631,0.006161651789529562
MCHC_lr_0,1.3926539421081543,0.048686981201171875,-0.6468013009468753,-0.573984624092513,-0.8144079805421365,-0.6180743423330463,-0.9024455554448348,-0.7861770426138417,0.002818201895797127,0.0024099339581764275,0.014976511262626684,0.012792276837160714
MCHC_lr_1,1.4081599712371826,0.034180402755737305,-0.5857605168946981,-0.5898501007385316,-0.6421933952823305,-0.6577300226729933,-0.8013696995035005,-0.8110055626646424,0.0024683721006835847,0.00249080134496712,0.013077666729078624,0.013240986352471012
MCHC_lr_2,1.3384511470794678,0.03729414939880371,-0.5795153108187945,-0.5916676102672965,-0.6218948767409932,-0.6627063736026133,-0.7886031173797078,-0.814067794230071,0.002416525020186511,0.002500786170397205,0.012880024274677658,0.013294533364649247
MCHC_lr_3,1.4110934734344482,0.035750627517700195,-0.5725093183273722,-0.5935161599532173,-0.6236371787817225,-0.6625818905622115,-0.7897070208512285,-0.8139913332230335,0.002407110404931074,0.0025019463605900055,0.0139505603899184,0.013298827373192516
MCHC_lr_4,1.4233598709106445,0.027187824249267578,-0.5738543010104754,-0.5942121108006524,-0.6121117164950781,-0.6661833716569336,-0.7823756875664517,-0.8162005707281352,0.0023717110153647692,0.002510058896569831,0.013676252133605984,0.013345694923025944
MCV_lr_0,1.445969820022583,0.04444742202758789,-0.18835414582920965,-0.1628466924583691,-0.07188653767847786,-0.0509379153256281,-0.2681166493869373,-0.22569429617433423,0.002818642228899332,0.002440891254688438,0.007791618937617645,0.006501939988853364
MCV_lr_1,1.5072720050811768,0.043852806091308594,-0.16749513611696148,-0.16826114485965832,-0.054218205885306736,-0.05505185753263754,-0.23284803174024626,-0.23463132257360172,0.0025103244630838802,0.0025274187359081994,0.006797656090349048,0.006756516484234577
MCV_lr_2,1.467210054397583,0.039359092712402344,-0.16489538272576995,-0.16901276724857991,-0.0516868423696875,-0.05567810906535207,-0.22734740458093533,-0.23596209243298397,0.002463384070608271,0.0025410731171604563,0.006544528955197924,0.006807174532830045
MCV_lr_3,1.4899864196777344,0.03786873817443848,-0.16278962407995534,-0.16969166586869994,-0.05119318367034808,-0.05584315496572065,-0.226259107375478,-0.236311563334765,0.002472417575966248,0.002544357235181695,0.006523767139585355,0.006799577729450716
MCV_lr_4,1.4002838134765625,0.04245114326477051,-0.16148490269646476,-0.17019828134062281,-0.0491582672175932,-0.056392284882699754,-0.22171663721424514,-0.23747059793309097,0.0024197928143217026,0.002555138183140189,0.006435314513896052,0.00683472848734047
MONO_lr_0,1.3634452819824219,0.04088926315307617,-0.04776946643880606,-0.048028560303835774,-0.00407520676104958,-0.004105125485003964,-0.06383734613100375,-0.06407125318740038,0.04151523310454916,0.04142794530638969,0.0455981043792884,0.045765180848143135
MONO_lr_1,1.4252796173095703,0.027959585189819336,-0.048044889656486844,-0.04782542959663948,-0.004165364938823498,-0.004082307348242654,-0.06453963850862118,-0.06389293660681636,0.04143183665903821,0.041449731154206325,0.046099741791872276,0.045637811862011685
MONO_lr_2,1.413405179977417,0.058591604232788086,-0.047862212347256176,-0.047785488299316975,-0.004075575448111098,-0.004104493127203425,-0.06384023377237194,-0.06406631819609603,0.04186162821671619,0.04134562035046786,0.04560016698026567,0.04576165585435431
MONO_lr_3,1.3900268077850342,0.03194832801818848,-0.047575601304836956,-0.04769225683737526,-0.004125789880060553,-0.004093237147847262,-0.06423231180691345,-0.06397841157646274,0.041902774802450526,0.04133793910744344,0.0458802227192239,0.045698865411759104
MONO_lr_4,1.4031593799591064,0.03758502006530762,-0.04815944788459075,-0.04784818868069729,-0.004081569242162258,-0.004103496787070475,-0.0638871602292844,-0.06405854187437046,0.04063465158484505,0.0416281677999006,0.045633685878060284,0.04575610133883605
MPV_lr_0,1.2991273403167725,0.04767251014709473,-0.8329504831305587,-0.8060793452648185,-1.095633821541754,-1.016777672320015,-1.0467252846577053,-1.0083539419866494,0.1155795199730879,0.10964778294055803,0.18836607818324277,0.17848003182524144
MPV_lr_1,1.3565280437469482,0.04643702507019043,-0.8011165266519356,-0.8135598383196126,-1.0056574151387259,-1.038741736865416,-1.0028247180533225,-1.0191868017519732,0.10924214422907738,0.1111170666466736,0.18568663510729297,0.18463116633317986
MPV_lr_2,1.3527319431304932,0.034609317779541016,-0.7955256200395872,-0.8148005142753683,-0.9855495902258175,-1.043611648697862,-0.9927485030086006,-1.0215731244986146,0.10798528772252175,0.11143530032303164,0.18910951157005315,0.1836702881392827
MPV_lr_3,1.2678706645965576,0.05066633224487305,-0.8231805838693536,-0.8080025853018636,-1.0547543273084359,-1.0268509949528033,-1.0270123306506285,-1.0133365654869084,0.11162398361952451,0.11053491342811142,0.19078325468504148,0.1812282228729451
MPV_lr_4,1.3389689922332764,0.037994384765625,-0.8094492473900771,-0.8111074118373791,-1.0400648081205608,-1.0308965927031808,-1.0198356770188817,-1.0153307799447335,0.11027528813033839,0.11078809924685007,0.18537449180326435,0.1858121509947261
NEUT_lr_0,1.6349101066589355,0.049453020095825195,-0.04802806571025652,-0.04911970288896236,-0.004336712751428141,-0.004391510399517421,-0.06585372238095688,-0.06626847213809461,0.01465413146025383,0.015157788869860052,0.005185332470941487,0.005217989932133435
NEUT_lr_1,1.6015653610229492,0.05059099197387695,-0.048850372683332574,-0.048741846401264874,-0.004460181192014542,-0.0043609199278941725,-0.06678458798266665,-0.066037261662596,0.014610975776249056,0.015166924671885752,0.005258628975013122,0.005199784382881575
NEUT_lr_2,1.5762381553649902,0.0440213680267334,-0.04916896892655203,-0.048718555366683375,-0.004369013353644319,-0.004383488166521145,-0.0660985124919186,-0.06620791619225865,0.015458186256715993,0.014961131128285217,0.005238678068558548,0.005213221747421941
NEUT_lr_3,1.604621410369873,0.048471927642822266,-0.04897825665208023,-0.048479494344930714,-0.004425818176912573,-0.00437001858452792,-0.06652682298826973,-0.0661061160901767,0.016151816338349896,0.014772275951997538,0.005238332518761396,0.005205205991352497
NEUT_lr_4,1.6674535274505615,0.026140451431274414,-0.049107323439667575,-0.04892211435945899,-0.00433014911612698,-0.004393598231900588,-0.06580386854985791,-0.06628422309947207,0.014373017728677167,0.015226330383868465,0.005181406972429757,0.005219230165312762
PLT_lr_0,1.3732516765594482,0.038896799087524414,-55.872155791992405,-52.58057473542736,-5028.626144221126,-4618.657836314587,-70.91280663054542,-67.96070803276396,0.4043550087995591,0.3694031532312948,0.15696275968508258,0.16908659488291117
PLT_lr_1,1.3566257953643799,0.03490805625915527,-53.77029719914209,-52.85746085656226,-4782.934233128987,-4671.506879889164,-69.15876107283145,-68.34842265838448,0.34373419390470156,0.38010092667319934,0.17190024354740438,0.1543499819043592
PLT_lr_2,1.445768117904663,0.023743152618408203,-53.026391033898626,-53.059827906323086,-4723.926940196093,-4684.8953688776965,-68.7308296195826,-68.44629550879796,0.3823109644704006,0.37283347889178314,0.17450658800240448,0.15434263391366015
PLT_lr_3,1.3928587436676025,0.03984880447387695,-49.95320551602935,-53.87318357984945,-4201.664254248312,-4815.944127062725,-64.82024571264994,-69.39700373260163,0.35115862706799356,0.38055283631722786,0.16122815584257533,0.15491824428348946
PLT_lr_4,1.3933475017547607,0.04320788383483887,-54.145409527888475,-52.86737401727766,-4931.525465493198,-4642.486022784807,-70.22482086479964,-68.13579105569119,0.3938916419006411,0.3687184289576867,0.18147364127429916,0.155983933018543
RBC_lr_0,1.775954008102417,0.05092740058898926,-0.04074913963482731,-0.03412710512105424,-0.0033931908174163485,-0.0024551545057204627,-0.058251101426636975,-0.049549515696124244,0.013919072840160645,0.010720180508840113,0.012063176229325807,0.010405585292755046
RBC_lr_1,1.8046271800994873,0.04871845245361328,-0.03447405215961036,-0.03562819540543803,-0.0025100603938267977,-0.0026612839080491957,-0.05010050292987883,-0.051587633285984306,0.010193850358542046,0.011344870673999077,0.010835377600718994,0.010631183127550735
RBC_lr_2,1.8170270919799805,0.02525162696838379,-0.034538922404180834,-0.035668020325468515,-0.0025078889395151746,-0.0026595051638419994,-0.05007882725778605,-0.05157039037899557,0.011024466040240086,0.011264233427238571,0.011077774156893237,0.010555157790426572
RBC_lr_3,1.8152427673339844,0.03182506561279297,-0.03550517622266039,-0.03560988457623841,-0.0026370848172039946,-0.0026356946136082116,-0.051352554144891316,-0.05133901648462124,0.010488991545659921,0.011208737155718115,0.010998735106632863,0.010520292096271597
RBC_lr_4,1.847090482711792,0.0401606559753418,-0.033416315241272795,-0.03595096559485327,-0.0023302046494646095,-0.002705202688711343,-0.04827219333596319,-0.052011563028920245,0.010592226492368071,0.01141032236302206,0.01053113417317985,0.010645754484085784
RDW_lr_0,1.882552146911621,0.051648855209350586,-1.2551699301708816,-1.125136052336406,-2.580163154581667,-2.1122160618932484,-1.6062886274208839,-1.4533465044142944,0.1047861407431149,0.09835483035663278,0.16779128766565313,0.14912881820502596
RDW_lr_1,1.9215435981750488,0.05985093116760254,-1.1360726611034904,-1.1628787943117784,-2.0976362938465525,-2.227706487114462,-1.4483218888929879,-1.4925503298430047,0.09774622147127836,0.10037178837152186,0.15578001450422455,0.1524366445338826
RDW_lr_2,1.9524483680725098,0.05385589599609375,-1.1371050917521461,-1.1627151662565314,-2.1474010973192263,-2.215639572339958,-1.4654013434275357,-1.4885024596351724,0.09880549001377498,0.10009913838411949,0.15629893841461961,0.15230771757867403
RDW_lr_3,1.934828519821167,0.0578460693359375,-1.0636600208153892,-1.1842570307130202,-1.8803994389285945,-2.2838266799677323,-1.3712765727338139,-1.5112334961771237,0.09453526737850688,0.10127452174741862,0.13912439962363796,0.1557885432283414
RDW_lr_4,1.8693416118621826,0.0498661994934082,-1.2210585487143344,-1.1449587656965676,-2.407899817316857,-2.1559105836914596,-1.551740898899316,-1.468301938870701,0.10514757044805786,0.09861131028761616,0.17117805271943026,0.15101286456308952
WBC_lr_0,1.751101016998291,0.07879090309143066,-0.04813320281583041,-0.04916839688222524,-0.004341474864106022,-0.004397021310741536,-0.06588986920692756,-0.06631003929075548,0.01002958275873647,0.009844588977790569,0.004226029153080801,0.0041744721406643944
WBC_lr_1,1.6034941673278809,0.08676815032958984,-0.048946030441122085,-0.04878879554627562,-0.004467954567569882,-0.0043656164540533835,-0.06684276002357983,-0.06607281176136962,0.009767238019507221,0.009907552477473016,0.004289230979516429,0.004158806184929801
WBC_lr_2,1.6767017841339111,0.07778072357177734,-0.04918800903118251,-0.04877797040932912,-0.004375315281986656,-0.004388633714964456,-0.06614616604147708,-0.06624676380748312,0.010002891652546086,0.009853391701319802,0.004243956240742503,0.004170220032249393
WBC_lr_3,1.704561471939087,0.0827779769897461,-0.049146709320813164,-0.048536841060234905,-0.004430104492319439,-0.0043755580067594,-0.06655903013355467,-0.06614800077673852,0.010208070919079909,0.009797941116582807,0.0041897831891681645,0.0041884455576730074
WBC_lr_4,1.6796283721923828,0.07380318641662598,-0.048964799392569286,-0.04898827723036885,-0.004331440414568692,-0.004399692072475806,-0.06581367953980914,-0.06633017467545073,0.009398408504574287,0.010000088824932273,0.004168933234898907,0.004175542181780069
EOS_dt_0,3.313599109649658,0.03730320930480957,-0.08672678743526707,-0.08250925803152248,-0.012617490012484574,-0.011470657919632934,-0.11232760129409233,-0.10710115741500152,0.09552284143662891,0.09125662595824176,0.2425607054971713,0.2312747000991346
EOS_dt_1,3.347917318344116,0.03383135795593262,-0.08437571377360953,-0.08312057163791162,-0.012019806110638931,-0.011624781045620609,-0.10963487634251672,-0.10781827788283677,0.09333248839681998,0.0919185799227659,0.23903037792700882,0.2350697567191886
EOS_dt_2,3.3707761764526367,0.02209329605102539,-0.08313346736672599,-0.08363584002570126,-0.011568504496195148,-0.011704447064755244,-0.10755698255434255,-0.10818709287505254,0.09171017151688583,0.09219896100716454,0.23423998198648005,0.2356122502173969
EOS_dt_3,3.339214324951172,0.03470325469970703,-0.08250960432385815,-0.08306530130176881,-0.011665353041053369,-0.01169158834231909,-0.10800626389730074,-0.10812764837135362,0.09173572778792345,0.09222187990785964,0.2349628498830301,0.23522691643737492
EOS_dt_4,3.324899673461914,0.025086641311645508,-0.08236582180663915,-0.08355333785406445,-0.0111448247500611,-0.011792993037675637,-0.10556905204680536,-0.10859554796434169,0.09078871948977132,0.09244904334253418,0.2301305306108601,0.23672800494534063
HCT_dt_0,3.2417473793029785,0.02493572235107422,-0.010297885715259138,-0.009975648966441642,-0.00016035659331557121,-0.00015247929717852296,-0.012663198384119678,-0.012348250774037712,0.009361534668944179,0.008970092264384784,0.03778359286361378,0.03577640152113453
HCT_dt_1,3.27664852142334,0.02892327308654785,-0.010039044597889698,-0.010053722524045555,-0.00015739468246992608,-0.0001574432877465659,-0.012545703745502923,-0.012547640724318094,0.009133001778024792,0.009132797152212045,0.03741609523211434,0.03633812979160002
HCT_dt_2,3.2457382678985596,0.03191423416137695,-0.009949453490026192,-0.010009753630209492,-0.0001547955935368774,-0.0001551276866312408,-0.012441687728635428,-0.012455026560840438,0.009041209267727638,0.009072151020808081,0.03607910914066873,0.03611778984005857
HCT_dt_3,3.226785898208618,0.030920028686523438,-0.010220773849295593,-0.009978180793500161,-0.0001657603207336599,-0.00015552029622548322,-0.01287479400742629,-0.012470777691286267,0.009203242071728101,0.009085705111970797,0.03656115693494498,0.03541385283593155
HCT_dt_4,3.3703999519348145,0.02892303466796875,-0.009990540506564019,-0.010045603377716622,-0.00015799920071031138,-0.00015821940294177478,-0.012569773295899627,-0.012578529442735934,0.009159582781656274,0.009121203992188433,0.03672903885078929,0.035711140321962744
HGB_dt_0,3.1331236362457275,0.02792835235595703,-3.2842574027708573,-3.198186293317889,-16.677454284845656,-15.695349308604646,-4.083803898921404,-3.9617356434528346,0.03617374141054163,0.032895792536970614,0.035993973582385284,0.03522858304145601
HGB_dt_1,3.283057451248169,0.029922008514404297,-3.195940046656445,-3.222453388650673,-15.587726721359422,-15.949595320523331,-3.948129521857081,-3.9936944450625327,0.0332178489923751,0.03362213064950512,0.035368934019431815,0.03514739393400223
HGB_dt_2,3.3023388385772705,0.02892470359802246,-3.20532067381604,-3.2179419775910314,-15.747554311097232,-15.896505993049983,-3.9683188267952,-3.9870422612570815,0.033292516721142,0.03356639963267721,0.03576655681460604,0.03498923504643317
HGB_dt_3,3.2564616203308105,0.01894831657409668,-3.290320310379061,-3.1988516364141226,-16.632881391689715,-15.695022869233357,-4.07834297131687,-3.96169444420356,0.032222536132892755,0.03383135554191101,0.0361353609736615,0.03479353814677868
HGB_dt_4,3.2777390480041504,0.02693939208984375,-3.1626223555536104,-3.2266958462241235,-15.31359934484154,-16.01997666261285,-3.913259427234737,-4.00249630388497,0.03332938228345507,0.03356197307039902,0.03496062621115012,0.035130160654344385
LY_dt_0,3.764597177505493,0.02593207359313965,-0.4733313470002966,-0.4460239000723499,-0.34683096313027073,-0.3210418373179329,-0.5889235630625342,-0.5666055394345637,0.2694107913283749,0.23555745853314367,0.19563434607485997,0.18822052833689035
LY_dt_1,3.7885329723358154,0.02593088150024414,-0.470969753413602,-0.44921087046498254,-0.3478002668999878,-0.32542704622992963,-0.5897459341953853,-0.5704621339141885,0.25522558058407263,0.23898882957860498,0.18816762892474717,0.18201483199106114
LY_dt_2,3.8613200187683105,0.02264857292175293,-0.44255686566862024,-0.44835288673513746,-0.31165837372707195,-0.3236943097011937,-0.5582637134250013,-0.5689413939073108,0.2352555036976474,0.24129884486386632,0.18356564704749226,0.1870766316942937
LY_dt_3,3.802161931991577,0.03191423416137695,-0.45162478592441757,-0.4553429462677957,-0.33467189539205466,-0.33024264021142674,-0.5785083364931353,-0.5746674170434816,0.23245797472263488,0.2450044116709973,0.19378966153808344,0.19250302410662395
LY_dt_4,3.875959873199463,0.018377304077148438,-0.45021557790280176,-0.45028756338838966,-0.3381800673005271,-0.32566539692508256,-0.5815325161162762,-0.5706710058563362,0.22767929841453924,0.24311730805155024,0.19145518814451248,0.18787930471113526
MCH_dt_0,3.298023223876953,0.037542104721069336,-0.5390543882694038,-0.5020983654939393,-0.47029144500897696,-0.3997715980353529,-0.6857779852175024,-0.6322749386424809,0.02230980196717714,0.020541034763856922,0.0646137699981255,0.059572731031992746
MCH_dt_1,3.262413740158081,0.04034137725830078,-0.5101364696161229,-0.5102708591250525,-0.41361128308261513,-0.41803686140110163,-0.6431261797521658,-0.6465577015248536,0.021075434579420353,0.021085678350062358,0.0617449369570535,0.06207438878500274
MCH_dt_2,3.3031320571899414,0.03243446350097656,-0.5137579650715909,-0.5088698985136196,-0.4176732679952079,-0.41242869853905795,-0.6462764640579199,-0.6422061184223161,0.020986406499533417,0.02084603504731879,0.060779876332448045,0.060397075599138116
MCH_dt_3,3.2467708587646484,0.04071831703186035,-0.510345231525926,-0.5108733316735287,-0.4126842930143815,-0.4145198474234564,-0.6424050848291765,-0.6438321578047002,0.020871486863475543,0.020900893620737476,0.06032949307009734,0.06046351222906815
MCH_dt_4,3.252361536026001,0.030208587646484375,-0.5031618818848035,-0.5101909015661962,-0.39962256567301385,-0.4159525997359931,-0.6321570735766656,-0.6449438733223172,0.020369118607904208,0.020944673341722335,0.05935924110612117,0.06055991537016667
MCHC_dt_0,3.212090492248535,0.022935867309570312,-5.138139601250555,-4.671688997597438,-43.292302644146865,-35.58159535099801,-6.5796886434045545,-5.96503104359047,0.020389233546269484,0.01829045393456539,0.17966251477220463,0.16287890446913333
MCHC_dt_1,3.3148138523101807,0.031916141510009766,-4.730893732930383,-4.800868375404754,-36.122840449388804,-37.10596953775847,-6.010227986473459,-6.091466944649579,0.01850578162103948,0.018703050358266957,0.15951709351607782,0.16167325173797792
